isbn,Title,Author,num_pages,publication_date,publisher,genres,Price
0618212906,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,192,6/12/2002,Houghton Mifflin Harcourt,Fantasy,18.99
2290319708,Memoranda,Jeffrey Ford,253,12/10/2002,J'ai Lu,Fantasy,26.5
0007104847,The One Minute Minute Sales Person,Spencer Johnson,109,6/1/2000,HarperCollins Publishers,Business,16.99
1590171705,Dime-Store Alchemy: The Art of Joseph Cornell,Charles Simic,116,9/12/2006,NYRB Classics,Poetry,22.0
0743464117,Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,432,9/1/2002,Simon & Schuster; Media Tie-In edition,History,21.5
074324382X,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer,432,2/23/2004,Simon  Schuster,Music,32.99
0140447261,The Bacchae and Other Plays,Euripides,360,1/26/2006,Penguin Classics,Classics,22.0
0439405580,The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky,242,9/1/2003,Scholastic  Inc.,Fantasy,29.99
0872203603,Aristophanes I: Clouds/Wasps/Birds,Aristophanes,480,9/1/1998,Hackett Publishing Company  Inc. (USA),Drama,12.5
0812927311,The Little Baby Snoogle-Fleejer,Jimmy Carter,24,11/21/1995,Crown,Fiction,20.99
0618710531,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,287,4/4/2006,Mariner Books,Sports,39.0
0764222376,Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,429,10/1/1999,Bethany House Publishers,Christian Fiction,20.0
0812564758,The Centurion's Empire,Sean McMullen,416,5/15/1999,Tor Science Fiction,Science Fiction,33.0
0753819929,The Orange Girl,Jostein Gaarder,151,7/6/2005,Phoenix,Fiction,28.99
1932416641,What Is the What,Dave Eggers,475,10/18/2006,McSweeney's,Fiction,31.5
0312425082,Chemistry and Other Stories,Ron Rash,230,9/5/2000,St. Martins Press-3PL,Short Stories,32.0
0688003478,Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3),Mary  Stewart,928,9/7/2004,Harper Voyager,Fantasy,25.0
0060882034,Blue Angel,Francine Prose,314,2/28/2006,Harper Perennial,Fiction,37.99
0060598611,Outposts: Journeys to the Surviving Relics of the British Empire,Simon Winchester,400,6/15/2004,Harper Perennial,Travel,31.99
0517146541,Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,718,5/21/1995,Wings,Fiction,22.0
067975833X,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,406,2/22/1999,Vintage,Military History,23.99
043984777X,The Abduction (Kidnapped  #1),Gordon Korman,144,5/1/2006,Scholastic Books,Mystery,14.5
0764543407,Baby Names for Dummies,Margaret  Rose,364,5/1/2005,For Dummies,Nonfiction,10.99
0756402972,Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,608,4/1/2005,Daw Books,Fantasy,33.0
0500282757,Mark Rothko  1903 1970,Diane Waldman,296,5/14/2001,Thames & Hudson Ltd,Art,10.5
1416507817,Evolution (Star Trek Voyager: String Theory  #3),Heather Jarman,416,2/28/2006,Pocket Books,Media Tie In,27.0
0142405744,Rock Star Superstar,Blake Nelson,229,4/6/2006,Speak,Young Adult,20.5
1412086531,Dancing on His Grave: A True Story of Survival and Triumph,Barbara Richard,296,6/5/2006,Trafford Publishing,Biography,31.99
061861169X,The Polar Express,Chris Van Allsburg,32,10/19/2005,HMH Books for Young Readers,Childrens,31.0
0802431488,The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,224,9/1/2005,Moody Publishers,Parenting,33.99
0671704648,Cyclops (Dirk Pitt  #8),Clive Cussler,473,12/1/1986,Pocket Books,Adventure,23.5
2228897353,Motel Blues,Bill Bryson,399,4/15/2003,Payot,Travel,10.99
4490249512,The Currents of Space (Galactic Empire  #2),Isaac Asimov,192,1/1/1952,Fawcett crest,Science Fiction,12.5
0449213307,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,468,7/12/1987,Fawcett,Nonfiction,35.0
0140621334,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,185,10/1/1994,Penguin Books,Classics,14.0
032118274X,Henry IV  Parts I & II,William Shakespeare,400,12/1/2006,Pearson,Classics,32.5
0786000236,Dazzling Brightness (Greek Myths  #1),Roberta Gellis,446,6/1/1994,Pinnacle,Romance,24.5
0330244779,The Circus of Adventure,Enid Blyton,192,8/22/1975,Pan,Childrens,29.5
0316016659,The Lake of Souls (Cirque du Freak #10),Darren Shan,272,9/6/2006,Little  Brown Books for Young Readers,Fantasy,29.0
1565048202,Prince of the City,Keith Herber,317,3/1/1995,White Wolf Games Studio,Role Playing Games,27.99
0345476999,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,355,9/12/2006,Ballantine Books,Mystery,22.99
0316907928,An Unfinished Life: John F. Kennedy  1917-1963,Robert Dallek,849,5/4/2004,Back Bay Books,Biography,39.5
0606105263,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,205,6/1/1984,Turtleback Books,Fantasy,18.0
0812035712,Macbeth,William Shakespeare,224,4/1/1985,Barrons Educational Series,Classics,24.5
0312321198,Something Borrowed (Darcy & Rachel  #1),Emily Giffin,322,4/1/2005,St. Martin's Griffin,Womens Fiction,11.99
0521618754,The Merchant of Venice,William Shakespeare,196,8/1/2005,Cambridge University Press,Classics,21.5
0553452118,The Day Before Midnight,Stephen Hunter,0,12/1/1989,Random House Audio,Fiction,32.0
0060851988,Queen of Babble (Queen of Babble  #1),Meg Cabot,309,5/23/2006,William Morrow,Womens Fiction,36.99
4088728491,ヒカルの碁 6、院生試験,Yumi Hotta,211,4/9/2000,集英社,Sequential Art,35.0
0595377106,Falling Angels (Luc Actar #1),Melissa M. Garcia,216,2/14/2006,iUniverse,Fiction,37.99
1420927329,The Trojan Women,Euripides,80,1/1/2006,Digireads.com,Plays,32.99
0143036556,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,608,12/27/2005,Penguin Books Ltd. (London),History,23.99
0345434072,The Analects of Confucius: A Philosophical Translation,Confucius,352,9/7/1999,Ballantine Books,Philosophy,25.5
2868050131,Le Chef-D'Œuvre Inconnu,Honoré de Balzac,49,1/19/1998,Findakly,Fiction,17.99
0753453800,Treasure Island,Robert Louis Stevenson,311,9/15/2001,Kingfisher,Classics,15.0
0142302333,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,1008,9/16/2002,Puffin,Fantasy,10.0
1421510421,Bleach  Volume 18,Tite Kubo,208,4/3/2007,VIZ Media LLC,Sequential Art,37.5
0691115699,Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank,800,9/2/2003,Princeton University Press,Biography,37.0
0374131945,Cross-X,Joe  Miller,480,10/3/2006,Farrar Straus Giroux,Nonfiction,22.99
0684850273,The Fall of a Sparrow,Robert Hellenga,464,7/6/1999,Scribner,Fiction,10.5
0553571575,Heaven's Price,Sandra Brown,240,11/1/1995,Bantam (Fanfare Imprint),Romance,16.99
0451410815,The Man With a Load of Mischief (Richard Jury  #1),Martha Grimes,272,2/4/2003,Berkley Books,Mystery,25.0
0060096683,Behaving Like Adults,Anna Maxted,400,8/3/2004,William Morrow Paperbacks,Womens Fiction,37.0
0142002062,Moonraker (James Bond  #3),Ian Fleming,247,12/31/2002,Penguin Books,Fiction,33.99
0143038192,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,672,10/3/2006,Penguin Books,Nonfiction,36.5
8408041258,Tiempo De Matar,John Grisham,0,7/1/2003,Planeta Publishing,Fiction,19.5
006024416X,Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace,128,11/9/1994,HarperCollins,Childrens,26.99
0143037749,On Beauty,Zadie Smith,445,8/29/2006,Penguin Books,Fiction,36.5
1584281405,Portrait Photographer's Handbook,Bill Hurter,128,9/28/2004,Amherst Media  Inc.,Art,16.0
0689869908,Beatrice's Goat,Page McBrier,40,7/1/2004,Aladdin,Childrens,15.0
0767907434,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck,336,8/12/2003,Three Rivers Press (CA),Nonfiction,32.99
0787968331,The Leadership Challenge,James M. Kouzes,458,8/7/2003,Jossey-Bass,Leadership,38.99
8440699476,El catalejo lacado (La Materia Oscura  #3),Philip Pullman,446,5/1/2005,Ediciones B,Fantasy,29.0
0739332074,The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy  #2),Douglas Adams,6,6/1/2006,Random House Audio Publishing Group,Science Fiction,33.99
0886777127,Storm Rising (Valdemar: Mage Storms  #2),Mercedes Lackey,412,10/1/1996,DAW,Fantasy,27.5
0679643257,The Collected Autobiographies of Maya Angelou,Maya Angelou,1184,9/21/2004,Modern Library,Nonfiction,23.99
0451452887,The Innkeeper's Song,Peter S. Beagle,346,11/1/1993,Roc,Fantasy,24.0
1933397497,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,448,10/1/2006,Felony & Mayhem,Mystery,37.99
0330375466,Them: Adventures with Extremists,Jon Ronson,328,2/8/2002,Pan Macmillan Ltd. (London),Nonfiction,12.5
0099269473,The Feast Of All Saints,Anne Rice,640,12/4/1997,Arrow,Fiction,35.5
0679423036,Collected Stories,Franz Kafka,566,10/26/1993,Knopf,Fiction,33.0
0805210474,Anti-Semite and Jew: An Exploration of the Etiology of Hate,Jean-Paul Sartre,176,4/25/1995,Schocken,Philosophy,25.5
0743457919,The Honourable Schoolboy,John le Carré,589,10/29/2002,Scribner Book Company,Fiction,34.0
0142000213,Bridget Jones's Guide to Life,Helen Fielding,64,4/1/2001,Penguin Books,Womens Fiction,32.5
0060840889,Hit Parade (John Keller  #3),Lawrence Block,295,7/3/2006,William Morrow,Mystery,15.5
0553588044,The Smoke Thief (Drakon  #1),Shana Abe,352,9/26/2006,Bantam,Fantasy,29.0
042519499X,Field of Thirteen,Dick Francis,304,3/2/2004,G.P. Putnam's Sons,Mystery,15.5
1582349193,Tanglewreck,Jeanette Winterson,415,7/1/2006,Bloomsbury Children's Books,Fantasy,30.5
0521476763,The Cambridge Companion to Plotinus,Lloyd P. Gerson,480,11/28/1996,Cambridge University Press,Philosophy,31.5
0061205699,To Kill a Mockingbird,Harper Lee,323,10/17/2006,Harper,Classics,15.0
0571169201,Even Cowgirls Get the Blues & My Own Private Idaho,Gus Van Sant,199,2/21/1994,Faber  Faber,Culture,21.99
1401203574,On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins,294,12/1/2004,DC Comics,Sequential Art,10.5
8426131921,Pippi Calzaslargas (Pippi Calzaslargas  #1),Astrid Lindgren,137,7/1/2005,Editorial Juventud,Classics,25.0
1595550445,The Shadow Party: How George Soros  Hillary Clinton  and Sixties Radicals Seized Control of the Democratic Party,David Horowitz,304,8/6/2006,Thomas Nelson,Politics,10.0
1400096081,Blind Willow  Sleeping Woman,Haruki Murakami,362,9/1/2007,Vintage,Short Stories,22.0
0310258979,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,5,3/15/2005,Zondervan,Christian,26.99
0812234561,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes,336,1/29/1998,University of Pennsylvania Press,Athens (Greece),35.99
0385721056,Good Faith,Jane Smiley,432,5/11/2004,Anchor Books,Fiction,31.5
0765311402,Noir: Three Novels of Suspense,Richard Matheson,385,10/1/2005,Forge Books,Mystery,10.0
0743286979,Kissinger,Walter Isaacson,896,9/27/2005,Simon  Schuster,Biography,38.0
0316545562,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,William Manchester,322,6/1/1993,Back Bay Books,History,23.0
1400095468,The Greenlanders,Jane Smiley,608,9/13/2005,Anchor,Historical,39.5
2857044828,Krik? Krak!: Récits,Edwidge Danticat,240,7/4/1997,Pygmalion Editions,Short Stories,35.0
034547242X,The Hunchback of Notre-Dame,Victor Hugo,534,11/2/2004,Modern Library,Classics,22.0
0375758259,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,264,10/9/2001,Random House Trade Paperbacks,Economics,32.5
030734813X,Jurassic Park (Jurassic Park  #1),Michael Crichton,480,4/4/2006,Plaza y Janes,Science Fiction,13.0
0375727485,Arctic Dreams,Barry  Lopez,496,10/2/2001,Vintage,Nonfiction,12.99
1569709041,Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Satoru Kannagi,210,3/28/2006,Digital Manga Publishing,Sequential Art,20.5
0812034260,Barron's Book Notes: Lord of the Flies,Michael Spring,120,10/1/1984,Barron's Educational Series,Literary Criticism,23.99
0060763728,Psyche in a Dress,Francesca Lia Block,116,9/1/2006,Joanna Cotler Books,Young Adult,29.0
1591794641,Mindfulness for Beginners,Jon Kabat-Zinn,3,7/1/2006,Sounds True,Nonfiction,32.5
1568821441,The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),Keith Herber,208,9/15/2003,Chaosium,Games,25.0
078693770X,Love and War: Tales  Volume Three (Dragonlance: Tales),Margaret Weis,368,6/1/2005,Wizards of the Coast,Fantasy,19.5
0486440966,The Woman in White,Wilkie Collins,504,4/15/2005,Dover Publications,Classics,19.99
0151001367,How to Travel with a Salmon and Other Essays,Umberto Eco,248,12/1/1994,Houghton Mifflin,Writing,23.99
1560978007,Big Baby,Charles Burns,96,2/17/2007,Fantagraphics,Sequential Art,26.0
0060973463,Laura Ingalls Wilder Country: The People and places in Laura Ingalls Wilder's life and books,William   Anderson,120,12/1/1995,Harper Perennial,Nonfiction,36.5
0743284283,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Ariel Levy,236,10/3/2006,Free Press,Feminism,15.99
0944092284,Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin,132,10/1/1994,Twin Palms Publishers,Art,38.5
0802136680,This Boy's Life,Tobias Wolff,304,1/20/2000,Grove Press,Autobiography,31.99
9781903254,The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley,544,2/5/2010,Fab Press,Nonfiction,10.0
0060511109,The Secret Sister,Ann Maxwell,416,10/25/2005,Avon,Romance,14.0
0142437964,Swann's Way (In Search of Lost Time  #1),Marcel Proust,492,11/30/2004,Penguin Classics,Classics,18.0
0385333846,Slaughterhouse-Five,Kurt Vonnegut Jr.,275,1/12/1999,Dial Press,Classics,14.5
0972851720,Floor Games (Sandplay Classics),H.G. Wells,110,9/1/2004,Temenos Press,Nonfiction,32.99
0747230218,It's Only a Movie  Ingrid: Encounters on and Off Screen,Alexander  Walker,320,8/17/1989,Headline Book Publishing,Films and filming,15.99
0394931475,When the Siren Wailed,Noel Streatfeild,157,10/1/1977,Lions,Historical,38.99
0486202917,The Will to Believe  Human Immortality and Other Essays in Popular Philosophy,William  James,448,6/1/1956,Dover Publications,Philosophy,38.0
0552146552,Spring Music,Elvi Rhodes,464,8/19/1999,Corgi,Fiction,10.5
0312311451,The Pythons Autobiography by The Pythons,Graham Chapman,368,11/15/2005,St. Martin's Griffin,Nonfiction,36.99
0143039156,Five Children and It,E. Nesbit,240,12/28/2004,Penguin Classics,Fantasy,20.0
0380977265,Dandelion Wine,Ray Bradbury,267,2/1/1999,William Morrow,Fiction,34.0
1590172280,The Engagement,Georges Simenon,135,3/6/2007,New York Review of Books,Fiction,20.5
0060850523,Brave New World,Aldous Huxley,259,10/17/2006,HarperCollins,Classics,39.5
0143036386,On the Road,Jack Kerouac,320,9/6/2005,Penguin Books,Classics,21.99
1581821298,From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),Walter Scott,288,10/20/2000,Cumberland House Publishing,History,22.0
0553574221,Once a Warrior (Warriors  #1),Karyn Monk,384,3/31/1997,Fanfare,Romance,20.5
0375758119,The Decline and Fall of the Roman Empire,Edward Gibbon,1312,8/12/2003,Modern Library,History,23.0
0618339558,Fergus and the Night-Demon,Jim  Murphy,32,9/18/2006,Clarion Books,Childrens,21.99
014019553X,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran,102,1/1/1998,Penguin Books,Poetry,24.0
0435122215,Danny the Champion of the World,Roald Dahl,208,9/1/2009,Heinemann Library,Childrens,30.99
1419542249,Frankenstein,Mary Wollstonecraft Shelley,450,10/30/2006,Kaplan,Classics,37.0
0446603082,Sweet Anger,Erin St. Claire,320,1/1/1999,Vision,Romance,21.99
0679729259,The Brothers Karamazov,Fyodor Dostoyevsky,796,9/3/1991,Vintage Books USA,Classics,14.5
0316545120,The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,William Manchester,756,10/28/1988,Little  Brown & Company,Biography,10.99
0452269865,Black Water,Joyce Carol Oates,160,5/1/1993,Plume,Fiction,35.0
8501011207,Relato de Um Náufrago,Gabriel García Márquez,134,4/15/1995,Record,Fiction,36.99
0842360611,Kingdom Come: The Final Victory (Left Behind  #13),Tim LaHaye,356,4/3/2007,Tyndale House Publishers,Christian Fiction,14.0
0786714824,Rape: A Love Story,Joyce Carol Oates,154,12/21/2004,Carroll & Graf Publishers,Fiction,10.99
0744004411,World of Warcraft Atlas,Brady Games,192,9/20/2005,BradyGames,World Of Warcraft,27.0
1421501694,Death Note  Vol. 2: Confluence (Death Note  #2),Tsugumi Ohba,197,11/1/2005,VIZ Media LLC,Sequential Art,10.99
0375725350,Status Anxiety,Alain de Botton,306,5/10/2005,Vintage,Philosophy,25.0
0446695688,Sick Puppy,Carl Hiaasen,464,4/12/2005,Grand Central Publishing,Fiction,33.99
0812532473,Orion (Orion  #1),Ben Bova,432,12/15/1992,Tor Science Fiction,Science Fiction,32.0
0812966007,Theodore Rex,Edmund Morris,555,10/1/2002,Random House Trade Paperbacks,Biography,37.0
0486218430,Technical Manual and Dictionary of Classical Ballet,Gail Grant,176,6/1/1982,Dover Publications,Reference,10.0
0691019584,A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan,720,4/21/1967,Princeton University Press,Philosophy,15.0
0679736859,Athena (The Freddie Montgomery Trilogy #3),John Banville,240,5/28/1996,Vintage,Fiction,10.99
0553157272,Jessica's Bad Idea (Sweet Valley Twins and Friends  #31),Francine Pascal,104,8/1/1989,Bantam,Young Adult,18.0
186046565X,About This Life,Barry  Lopez,304,5/1/1999,The Harvill Press,Nonfiction,16.99
0679729968,Einstein's Monsters,Martin Amis,151,1/5/2011,Vintage International,Fiction,22.0
0486402185,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham,64,6/19/2013,Dover Publications,Poetry,25.99
1573226882,Fever Pitch,Nick Hornby,247,3/1/1998,Riverhead Books,Fiction,31.5
0753459647,The Sun Rises: and Other Questions About Time and Seasons,Brenda Walpole,32,9/15/2006,Kingfisher,Science,39.5
0345492811,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great,224,5/1/2007,Del Rey,Sequential Art,37.99
0375422730,The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,213,4/17/2007,Pantheon Books,Mystery,15.5
0140447423,Germinal,Émile Zola,592,1/29/2004,Penguin Classics,Classics,24.99
0689878575,Lioness Rampant (Song of the Lioness  #4),Tamora Pierce,384,1/1/2005,Simon Pulse,Fantasy,36.99
0140018328,Kiss Kiss,Roald Dahl,231,10/26/1987,Penguin Books,Short Stories,24.99
3446187499,Norden,Seamus Heaney,127,8/1/1996,Carl Hanser,Poetry,31.0
0393320928,What Do You Care What Other People Think?,Richard P. Feynman,256,1/11/2001,W.W. Norton & Company,Science,13.0
0810915871,Mark Rothko,Diane Waldman,296,9/1/1978,Harry N. Abrams,Art,31.5
068802372X,Karate Is a Thing of the Spirit,Harry Crews,218,12/31/1983,Quill,Fiction,22.5
055358295X,Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver,336,10/31/2000,Bantam,Mystery,22.5
0385732910,King Dork (King Dork  #1),Frank Portman,344,4/11/2006,Delacorte Press,Young Adult,17.0
1600100368,The Complete Dick Tracy Volume 1: 1931-1933,Chester Gould,352,1/3/2012,Library of American Comics,Sequential Art,35.5
0425194590,The Dogfather (A Dog Lover's Mystery  #15),Susan Conant,272,2/3/2004,Berkley,Mystery,13.0
0451529790,Clarissa  Or The History of a Young Lady,Samuel Richardson,576,10/4/2005,Signet Classics,Classics,16.5
0312352182,The Last Wife of Henry VIII,Carolly Erickson,326,10/3/2006,St. Martin's Press,Historical,20.5
0226735192,The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre,632,1/26/1994,University of Chicago Press,Biography,17.0
0515110752,Happy Are the Peace Makers (Blackie Ryan  #5),Andrew M. Greeley,300,4/1/1993,Jove Books,Mystery,39.5
1573225142,The Western Canon: The Books and School of the Ages,Harold Bloom,546,9/1/1995,Riverhead Books,Nonfiction,24.5
0140309594,Pippi Goes on Board,Astrid Lindgren,140,2/24/1977,Puffin Books,Childrens,24.99
084395499X,The Perfect Wife,Lynsay Sands,354,10/1/2005,Leisure Books,Romance,14.5
1570671818,Monday Night Class,Stephen Gaskin,191,7/31/2005,Book Publishing Company,Philosophy,13.0
0061196681,My Secret: A PostSecret Book,Frank Warren,144,10/24/2006,William Morrow,Nonfiction,16.5
0060572000,A Crack in the Edge of the World,Simon Winchester,419,10/10/2006,Harper Perennial,History,22.0
0140042326,The Pearl/The Red Pony,John Steinbeck,181,9/30/1976,Penguin Books,Fiction,24.99
0671741039,Swan Song,Robert R. McCammon,956,6/1/1987,Pocket Books,Horror,26.5
0783554559,What Life Was Like Among Druids and High Kings: Celtic Ireland  AD 400-1200 (What Life Was Like),Robin Chapman Stacey,144,5/24/1999,Time Life Medical,History,29.0
0439291496,Alice In Wonderland,Lewis Carroll,160,9/1/2001,Scholastic Paperbacks,Classics,26.99
0140230270,Harvesting the Heart,Jodi Picoult,453,4/1/1995,Penguin Books,Fiction,17.99
0375803483,Count Karlstein,Philip Pullman,256,2/22/2000,Yearling,Fantasy,30.0
0060512806,Cryptonomicon,Neal Stephenson,1139,11/1/2002,Avon,Fiction,16.5
0968303188,Vinyl Cafe Coast to Coast Story Service,Stuart McLean,3,7/15/2005,Canadian Broadcasting Corporation (CBC Audio),Fiction,14.99
0375831002,The Book Thief,Markus Zusak,552,3/14/2006,Alfred A. Knopf,Historical,39.99
0446691909,The Totem,David Morrell,448,4/1/2003,Grand Central Publishing,Horror,32.0
0060737042,Behind the Curtain (Echo Falls  #2),Peter Abrahams,352,4/25/2006,HarperCollins,Mystery,10.0
0440241413,Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,368,11/4/2003,Dell Publishing Company,Womens Fiction,26.99
0517542021,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,468,5/4/1980,Crown Publishing Group,Historical,17.99
1573241172,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,438,5/31/2000,Conari Press,Spirituality,15.99
032144146X,Data Structures and Algorithm Analysis in C++,Mark Allen Weiss,586,2/1/2006,Addison Wesley Publishing Company,Science,18.99
0977880435,In Cahootz: Sequel to Hoodwinked,Quentin Carter,243,10/1/2006,Triple Crown Publications,Fiction,27.5
0141441488,The Longest Journey,E.M. Forster,396,7/27/2006,Penguin Classics,Classics,33.99
0843946806,Sweet Revenge,Lynsay Sands,400,2/1/2004,Leisure Books,Romance,17.99
0425207757,Captive Dreams,Angela Knight,336,9/5/2006,Berkley Trade,Romance,11.99
0786931582,Time of the Twins (Dragonlance: Legends  #1),Margaret Weis,389,3/1/2004,Wizards of the Coast,Fantasy,17.99
0446677167,Stormy Weather,Carl Hiaasen,388,3/1/2001,Grand Central Publishing,Fiction,25.0
1581345283,This Present Darkness (Darkness  #1),Frank E. Peretti,376,6/26/2003,Crossway Books,Christian Fiction,25.99
3499222507,Wie ich eines schönen Morgens im April das 100%ige Mädchen sah,Haruki Murakami,218,8/1/1998,Rowohlt Tb,Short Stories,30.0
1553651529,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,176,8/4/2005,Douglas & McIntyre,Nonfiction,28.0
0375702245,The Idiot,Fyodor Dostoyevsky,633,7/8/2003,Vintage Classics,Classics,23.99
0767900316,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon,576,6/15/1998,Broadway Books,Nonfiction,13.0
0071422803,Goodman & Gilman's the Pharmacological Basis of Therapeutics,Laurence L. Brunton,2021,9/21/2005,McGraw-Hill Professional Publishing,Textbooks,30.5
0940450240,Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville,1478,4/1/1985,Library of America,Fiction,24.99
0821775898,Weekend Warriors (Sisterhood  #1),Fern Michaels,304,7/1/2004,Kensington,Mystery,38.5
0060916494,Tell My Horse: Voodoo and Life in Haiti and Jamaica,Zora Neale Hurston,311,2/28/1990,HarperCollins,Nonfiction,25.0
0743466527,Fall on Your Knees,Ann-Marie MacDonald,672,10/29/2002,Pocket Books,Fiction,23.0
0440238145,The Subtle Knife (His Dark Materials  #2),Philip Pullman,288,9/9/2003,Laurel Leaf Library,Fantasy,25.5
0684873168,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,784,12/4/2001,Simon  Schuster,Nonfiction,17.5
0061152552,The OK Book,Amy Krouse Rosenthal,40,4/24/2007,HarperCollins,Childrens,38.0
006083577X,The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,387,1/24/2006,Greenwillow Books,Fantasy,23.5
1563898411,The Sgt. Rock Archives  Vol. 1,Robert Kanigher,240,5/1/2002,DC Comics,Sequential Art,28.99
0007157150,Out of the Silent Planet (The Space Trilogy  #1),C.S. Lewis,224,12/5/2005,HarperCollins,Science Fiction,16.5
0743260228,The Quilter's Homecoming (Elm Creek Quilts  #10),Jennifer Chiaverini,320,4/10/2007,Simon  Schuster,Fiction,38.99
0140817786,Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,208,3/30/2000,Penguin Classics,Short Stories,30.99
0439405599,The Rescue (Guardians of Ga'Hoole  #3),Kathryn Lasky,198,1/1/2004,Scholastic  Inc.,Fantasy,33.5
0451219244,Promise Me (Myron Bolitar  #8),Harlan Coben,504,3/27/2007,Dutton,Mystery,33.0
1591168694,Maison Ikkoku  Volume 12 (Maison Ikkoku  #12),Rumiko Takahashi,323,8/9/2005,VIZ Media LLC,Sequential Art,22.0
1416927832,Misty of Chincoteague (Misty  #1),Marguerite Henry,176,12/26/2006,Aladdin,Childrens,37.0
1883011159,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,John Steinbeck,1088,9/1/1996,Library of America,Literature,31.5
0743202554,New Jewish Wedding  Revised,Anita Diamant,288,3/6/2001,Scribner,Religion,20.99
0446611085,Suzanne's Diary for Nicholas,James Patterson,289,8/1/2003,Vision,Romance,37.0
1593354746,The Enemy (Jack Reacher  #8),Lee Child,14,6/10/2004,Brilliance Audio,Thriller,20.0
0965013014,Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,Pam Johnson-Bennett,413,1/24/2000,Penguin Books,Nonfiction,29.99
1850522316,The Silence of the Lambs and Red Dragon,Thomas  Harris,534,11/1/1991,Peerage Books,Horror,14.5
0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,485,2/13/2001,Vintage,Fiction,13.0
0940450224,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James,1504,12/1/1984,Library of America,Criticism,25.0
0679801154,Bill Buzz,Roger Hargreaves,32,10/14/1989,Random House for Young Readers,Animals,33.5
